material_id,formula,category,crystal_system,MQI,bulk_modulus_GPa,shear_modulus_GPa,density_g_cm3,melting_point_K,band_gap_eV,formation_energy_per_atom_eV
mp-205181,Cr3Ar3,Ceramic,tetragonal,41.38624590441928,160.63,74.4,6.333,1738.0,7.524,-3.7653
mp-807156,C2S2,Phosphide,cubic,20.5084023825608,71.15,31.17,8.529,1247.0,0.215,-1.5749
mp-34489,La2Ar2,Chalcogenide,monoclinic,26.46192562159572,75.24,29.12,4.538,2153.0,3.765,-1.5196
mp-389517,Ir2Bi4Al2Mn,Oxide,hexagonal,45.223742101452245,167.89,106.82,4.847,1849.0,9.049,-3.9217
mp-258589,Be3Al4,Intermetallic,hexagonal,21.077142836187555,106.08,78.97,9.952,1212.0,0.0,-0.2113
mp-742576,Ba3AgAuPt3,Metal,cubic,21.50504973404654,111.52,52.61,10.158,1785.0,0.0,0.1568
mp-810407,Zr3Ne2Be2,Semiconductor,tetragonal,18.576738550463745,80.75,24.25,8.497,896.0,2.078,-0.4478
mp-554240,BW3TaY,Silicate,orthorhombic,40.550823271022956,135.6,54.5,2.804,988.0,9.547,-5.1489
mp-616614,HfGe2Si,Ceramic,orthorhombic,41.892602454180185,130.05,73.76,8.935,2810.0,7.517,-2.1309
mp-364486,Rh4SrMo,Semiconductor,hexagonal,22.33522446051813,163.45,97.29,2.895,996.0,2.534,-0.0832
mp-503376,V2Mg2,Metal,orthorhombic,31.605469031762127,213.1,130.53,10.465,1954.0,0.0,-0.5143
mp-379079,P2Sc4Ar3,Metal,cubic,9.143156749760683,44.41,16.37,3.815,383.0,0.0,-0.2256
mp-959107,Na4La3,Metal,cubic,26.135716621617426,181.26,115.56,8.53,1366.0,0.0,-0.4576
mp-664588,ReSi2C4,Carbide,hexagonal,30.880411780307462,287.52,148.25,3.124,1518.0,2.524,0.2203
mp-718987,AuBi2,Carbide,orthorhombic,35.23495559545577,316.37,169.85,4.071,1651.0,2.831,-0.1017
mp-264701,Br3Zr,Ceramic,cubic,42.943709359376825,141.13,102.6,2.675,2898.0,4.803,-4.3491
mp-937748,PNaCd3,Semiconductor,cubic,19.819366509889583,157.86,66.06,4.641,1133.0,0.869,-0.0171
mp-532855,Ca3AlAs3Ir3,Semiconductor,cubic,20.044115943972734,71.38,45.29,6.671,1242.0,1.225,-1.0008
mp-355877,Au4Se4Cd3,Nitride,triclinic,33.25479090130857,321.97,141.05,3.978,691.0,2.667,-1.4688
mp-414495,CeMg2Pt2,Semiconductor,hexagonal,18.053496480526807,111.61,62.06,0.5,1160.0,0.995,-0.8313
mp-734003,B2Pd2,Ceramic,tetragonal,32.96304718829654,34.97,21.75,5.045,2323.0,5.734,-3.4863
mp-893470,LiGa2In2,Sulfide,hexagonal,18.12554919213076,74.73,41.42,1.999,1733.0,0.218,-0.9441
mp-750101,Ni4Al2NbBe2,Metal,tetragonal,29.866535310818442,147.07,52.58,7.31,2428.0,0.0,-2.2151
mp-217704,AgCd4Si2,Oxide,cubic,36.80975017742226,244.5,137.35,4.716,1304.0,5.125,-1.7116
mp-268338,BIrHe2,Ceramic,cubic,33.17413780638176,104.22,72.38,5.61,2060.0,2.892,-3.288
mp-254730,SiAu3Ce2,Semiconductor,cubic,15.758265451365892,67.87,25.97,2.472,1600.0,0.205,-0.5276
mp-683118,B3,Intermetallic,monoclinic,21.224087273305546,214.44,36.18,6.515,1366.0,0.0,0.0
mp-868021,O2,Ceramic,orthorhombic,44.73403387493676,254.58,248.52,2.138,2084.0,0.707,-4.0117
mp-869490,CaRe4,Metal,trigonal,28.50176636116994,178.8,117.8,6.261,1211.0,0.0,-2.1267
mp-527744,As3Sc2Ce4,Sulfide,tetragonal,17.358686124976554,89.94,41.43,7.72,934.0,0.025,-0.6142
mp-988443,Be3C,Oxide,monoclinic,43.764597093667064,207.39,79.04,5.246,2659.0,6.966,-2.9412
mp-561979,HfSb3Cr3,Oxide,tetragonal,44.26289606028133,263.57,141.32,3.501,3152.0,4.313,-1.9738
mp-816614,In4Ti3,Ceramic,hexagonal,50.772083125528695,256.54,132.45,4.937,2309.0,8.962,-3.6081
mp-570221,Cr2La3W3,Alloy,hexagonal,19.62395259258324,127.49,73.62,2.554,1273.0,0.0,-0.8789
mp-109962,Cd2FHe,Oxide,orthorhombic,47.025430534798915,275.9,166.42,5.349,2304.0,5.299,-2.9074
mp-189800,SrF2,Intermetallic,cubic,25.574775347542857,102.08,59.86,13.89,1658.0,0.0,-0.8886
mp-874563,Zr4Nb4,Semiconductor,cubic,24.048703862246104,166.21,74.35,4.833,1040.0,0.793,-1.5724
mp-508462,Os3Cd,Semiconductor,trigonal,22.47359918522181,128.17,33.59,3.443,1419.0,1.698,-1.5252
mp-92405,La2,Halide,hexagonal,26.203584909150887,64.34,26.13,4.202,1102.0,6.118,-2.2484
mp-835042,ZnTa2,Intermetallic,tetragonal,19.938592818422787,114.81,38.89,7.739,1390.0,0.0,-0.5947
mp-381394,S3Bi4,Ceramic,cubic,38.177515346601524,214.12,46.2,2.158,1645.0,5.642,-4.2273
mp-735887,P2Rh2Ag,Carbide,hexagonal,42.12109643298014,374.02,134.64,7.807,2938.0,1.043,-0.7105
mp-994326,B2Ga3,Chalcogenide,orthorhombic,19.92989890530152,162.46,99.53,5.795,237.0,1.643,-0.1682
mp-146952,F3Ge3Co,Semiconductor,orthorhombic,16.754271124828318,2.0,0.78,3.11,1191.0,1.66,-2.196
mp-485523,CuHO2,Sulfide,cubic,13.722515582962624,40.72,12.23,5.174,1026.0,1.163,-0.274
mp-246326,BaSb2,Halide,hexagonal,28.349295695583464,79.1,38.26,4.457,450.0,4.439,-4.5031
mp-939526,Sn2Cu2Au4Ca,Metal,cubic,21.253827125917972,132.39,81.41,0.5,1730.0,0.0,-0.9897
mp-209926,N4NbAg,Oxide,trigonal,45.73159591740423,251.82,117.45,8.351,2277.0,5.171,-3.1871
mp-693678,TaNeVFe4,Chalcogenide,trigonal,18.397309649665814,22.32,10.12,4.724,1697.0,2.016,-1.0257
mp-28953,PbAg3,Boride,tetragonal,25.5252059081765,220.12,128.64,6.179,290.0,0.473,-1.4039
mp-305346,TeHf,Semiconductor,cubic,19.871054050368105,154.94,86.86,3.472,905.0,1.218,-0.1138
mp-693643,NBi3Ir2P2,Intermetallic,monoclinic,23.082616634399635,81.32,26.0,4.19,2802.0,0.0,-1.0346
mp-370164,Cu3,Alloy,cubic,23.029689609902363,211.44,135.35,3.895,973.0,0.0,0.0
mp-160997,Na4F4,Ceramic,hexagonal,42.58477537299291,201.66,63.65,3.461,2697.0,6.549,-3.3793
mp-889757,Cl2Br4Cu2Na2,Ceramic,hexagonal,49.42289116603207,248.31,145.63,3.247,3173.0,5.248,-3.7277
mp-883405,Mg4Ru3Sb,Phosphide,cubic,16.002522501318214,109.57,38.66,1.444,744.0,1.848,-0.5587
mp-218274,Ge4,Perovskite,monoclinic,25.038692836614974,91.2,48.83,6.544,741.0,1.001,-3.5966
mp-530641,HCa4,Boride,tetragonal,21.97878570952826,201.26,101.68,4.278,319.0,0.463,-1.152
mp-314203,Be,Alloy,trigonal,23.20503904400431,141.83,104.19,12.445,916.0,0.0,0.0
mp-676965,O3As2RhY4,Oxide,tetragonal,37.02449131715977,109.44,42.85,4.429,1953.0,7.941,-3.2344
mp-916709,Ga4,Metal,hexagonal,17.820429650590984,72.37,69.2,9.662,1002.0,0.0,0.0
mp-598724,Mo4Pt4O,Metal,triclinic,20.00537904697285,90.34,30.16,7.699,1868.0,0.0,-0.3789
mp-247806,FeLi4Au2,Metal,orthorhombic,22.588938988800592,29.23,14.54,5.597,2368.0,0.0,-2.2405
mp-211429,OCa,Metal,monoclinic,23.2893050034571,140.39,46.54,3.966,2193.0,0.0,-0.8894
mp-190927,Mg4,Metal,tetragonal,21.49873737032219,126.4,60.97,9.251,1570.0,0.0,0.0
mp-813487,Ga2Ne3Al3C2,Metal,hexagonal,15.64049190250902,24.14,9.96,6.324,1813.0,0.0,-0.3811
mp-682355,Rh2Zn2Si2Be,Semiconductor,hexagonal,26.94382062459284,146.65,98.41,4.128,1358.0,2.257,-1.4375
mp-776064,C4Te3,Metal,tetragonal,25.835907298067344,194.68,136.58,13.46,633.0,0.0,0.1126
mp-868734,Ca4P,Metal,monoclinic,32.491223376170055,180.23,174.52,11.013,1599.0,0.0,-0.9459
mp-406175,Cu3Pb2,Ceramic,cubic,32.00040079139434,155.08,116.25,2.485,1590.0,1.001,-3.5782
mp-131163,Pt3Be2,Metal,tetragonal,19.50080282423556,97.93,36.7,9.338,1591.0,0.0,-0.0449
mp-808607,Ga3W3,Oxide,cubic,46.934947021103675,157.74,162.55,6.516,2724.0,7.152,-2.8193
mp-950536,Rh3Ba3,Perovskite,orthorhombic,27.426686253333134,86.03,39.7,0.678,1559.0,2.134,-4.1376
mp-414331,PAsHe3,Perovskite,cubic,26.236377967365385,110.58,97.99,5.761,834.0,1.539,-2.5637
mp-626836,Ta,Nitride,hexagonal,29.808912428371816,365.46,160.1,5.613,328.0,1.037,-0.1417
mp-888359,OSb3Ge,Perovskite,monoclinic,25.519123599794593,89.88,33.0,1.734,2030.0,2.191,-2.4295
mp-508007,N4NeLa2,Carbide,monoclinic,44.57508587237774,395.73,188.95,3.368,2933.0,0.897,-1.3157
mp-413205,W2Ar3,Nitride,cubic,38.84408400516366,367.66,100.55,6.953,2037.0,1.162,-1.7607
mp-221708,SiLi,Nitride,tetragonal,40.492765216704164,354.09,217.71,4.759,1267.0,2.551,-1.3297
mp-769357,CoIn3,Ceramic,trigonal,52.08971047417123,247.58,142.96,6.033,2875.0,6.769,-3.9987
mp-708732,Co3K2Mo3Al3,Oxide,cubic,36.147038007701155,210.96,113.91,4.6,1866.0,6.257,-0.9402
mp-303007,WOs2Rh2K4,Oxide,hexagonal,38.86571413743981,177.95,68.32,4.802,2683.0,5.209,-2.5574
mp-532243,Co3Sn2,Intermetallic,tetragonal,25.80905812731387,180.58,98.91,5.099,1519.0,0.0,-1.1376
mp-232694,He4P3,Ceramic,monoclinic,41.15717221348106,247.23,103.04,5.539,2191.0,0.711,-4.6717
mp-929393,NeSb2,Ceramic,orthorhombic,59.98151479708278,219.46,204.93,6.282,2910.0,8.614,-5.3102
mp-508597,RuSiBe3,Semiconductor,cubic,19.35032255909428,91.84,32.05,4.371,200.0,3.132,-1.9202
mp-513280,Ar3Re2,Semiconductor,cubic,17.903052192752632,79.19,25.71,5.071,919.0,1.201,-1.294
mp-133456,La3In2S4,Boride,hexagonal,23.901080691673364,203.23,99.46,7.97,623.0,1.381,-0.2029
mp-738569,Ta4InSr3,Ceramic,hexagonal,43.075234467931864,271.31,126.78,5.253,1415.0,6.747,-2.9285
mp-424145,Hf3Pb2,Oxide,orthorhombic,32.41431051211179,239.74,58.86,3.878,1199.0,5.085,-1.9427
mp-606152,Bi4Ti3Al2,Phosphide,triclinic,14.01485919828632,43.11,26.88,3.217,693.0,1.886,-0.6613
mp-838794,Ce2Al,Metal,cubic,22.5579036119545,146.52,47.87,10.894,1328.0,0.0,-0.4381
mp-398004,He4La,Chalcogenide,monoclinic,14.71663925576856,18.05,11.81,3.949,1186.0,1.586,-0.7965
mp-255934,C3In3,Oxide,cubic,41.21479612525378,248.88,121.09,6.472,1587.0,8.75,-1.086
mp-220905,Pt3Se,Oxide,triclinic,49.4749153730128,240.09,99.91,4.324,3124.0,7.779,-3.3607
mp-125178,Pt4Sb3He2Si,Metal,cubic,29.268066692270235,238.51,117.53,8.023,811.0,0.0,-1.8476
mp-987491,Rh4PLi4,Metal,orthorhombic,25.7220411064621,198.06,134.02,8.685,1172.0,0.0,0.0341
mp-221011,Re4,Perovskite,triclinic,26.8977722563996,91.96,38.25,5.009,886.0,0.513,-4.868
mp-247201,Ne4Sc,Ceramic,orthorhombic,47.584819647660055,216.18,142.26,6.599,2397.0,6.168,-3.6338
mp-845764,W2Pd4,Oxide,hexagonal,46.185271878333666,122.04,82.28,6.453,2675.0,6.649,-4.9739
mp-655281,Ni4PbO2,Oxide,orthorhombic,45.420226385236155,221.78,125.81,5.506,2533.0,2.879,-4.6631
mp-325205,Re2,Semiconductor,orthorhombic,22.047610079531697,119.07,93.3,0.602,1437.0,1.803,-0.8236
mp-347690,HRu4,Halide,orthorhombic,23.955396585062942,39.31,17.53,2.339,1001.0,5.126,-2.9389
mp-947332,K2,Oxide,cubic,37.88108917218917,214.5,131.39,2.679,1735.0,4.346,-2.8104
mp-281431,Mn2Sb3Na3La,Carbide,cubic,32.298023855077766,252.88,67.01,7.588,1953.0,2.644,-0.7492
mp-989621,B4Ag2,Intermetallic,hexagonal,20.679284068795116,95.05,58.61,9.498,1477.0,0.0,-0.2782
mp-183922,Fe3Y3Sb3Ge4,Metal,hexagonal,30.6962067475299,164.18,95.68,14.309,1815.0,0.0,-0.9746
mp-967673,Sb3Ba4Nb2,Halide,cubic,24.69401930702046,52.35,26.61,3.748,1164.0,7.826,-0.9508
mp-906528,TiTa,Sulfide,tetragonal,21.91456763398145,84.99,55.07,4.608,1473.0,0.324,-1.863
mp-281577,Ag2N3,Semiconductor,orthorhombic,17.001776513899056,7.86,3.13,3.116,1872.0,1.674,-1.0405
mp-298578,Mn4SbIr3,Phosphide,hexagonal,18.46715053193014,118.18,28.63,7.55,200.0,0.61,-1.8409
mp-824854,Li3W3Br4,Semiconductor,triclinic,16.08725164374338,66.27,42.45,3.735,743.0,1.046,-1.0725
mp-78199,In4LaNa4Ag,Ceramic,cubic,35.40181629100814,187.1,44.43,5.362,2997.0,5.064,-0.9511
mp-14000,Ta4,Ceramic,tetragonal,38.89403832008837,199.82,143.36,3.525,1581.0,2.852,-4.0149
mp-699709,H4Au3Sr2,Perovskite,orthorhombic,24.35076605075724,89.2,64.4,3.339,1151.0,2.235,-2.4296
mp-886884,Si2GaB,Silicate,hexagonal,28.74166602758318,69.49,29.53,4.239,1298.0,5.903,-2.9001
mp-44721,Ti3,Ceramic,hexagonal,43.98578602936527,156.38,92.25,5.559,2671.0,7.254,-3.2862
mp-960798,H3Ti3Zr4,Intermetallic,trigonal,19.77290995287132,155.72,36.55,10.43,932.0,0.0,-0.1585
mp-381539,Ge4Pd2,Metal,hexagonal,20.93309960107031,165.94,102.96,4.705,294.0,0.0,-1.4083
mp-613394,Sb3,Semiconductor,cubic,26.106003704856068,150.37,116.38,5.648,1405.0,0.355,-1.247
mp-438022,C,Nitride,trigonal,25.216584945593468,202.34,79.18,6.15,783.0,1.107,-1.4012
mp-616316,Pt4BeAg3,Perovskite,cubic,23.47217286589816,46.9,22.5,6.161,1252.0,1.795,-2.987
mp-805998,Ag4Mg4,Halide,hexagonal,27.59854763947342,124.27,80.85,7.925,1258.0,4.735,-0.5
mp-225940,BrSr,Chalcogenide,monoclinic,19.42821059485969,95.11,45.0,5.147,1671.0,1.568,0.14
mp-908884,Hf2Mg3Ne3,Semiconductor,cubic,18.547762061568218,103.34,56.83,2.89,287.0,1.644,-1.8542
mp-515817,Ca2Y4P,Chalcogenide,tetragonal,17.94647611183876,84.36,50.11,5.877,588.0,2.889,-0.2812
mp-158409,Be3,Metal,tetragonal,13.017921843110916,2.0,1.57,4.577,1929.0,0.0,0.0
mp-298155,Mg2Sb4H3,Alloy,orthorhombic,21.022318522268318,153.87,82.9,5.826,1338.0,0.0,-0.0737
mp-179866,AlRh,Ceramic,tetragonal,38.864913278529144,221.27,25.36,6.607,2275.0,4.754,-3.2869
mp-328426,Te4Y4F4,Sulfide,monoclinic,18.025319948939043,51.24,26.91,7.498,1317.0,0.702,-0.8164
mp-794217,ReCa2Y4,Oxide,monoclinic,44.64257493899672,199.13,76.46,4.782,2273.0,7.403,-3.9749
mp-15134,Pb4Ar4Ni,Perovskite,monoclinic,29.11905488789607,81.44,51.93,4.796,1680.0,1.645,-3.8202
mp-517586,P2Pt4,Perovskite,orthorhombic,27.701316856031365,109.59,51.04,4.166,876.0,0.472,-4.8926
mp-408076,Ne2In4,Halide,trigonal,32.90778346729654,130.87,50.66,4.308,1112.0,2.709,-5.1366
mp-626193,Si3,Metal,cubic,21.275021274650857,109.51,91.64,11.746,975.0,0.0,0.0
mp-914475,Be3Ga4,Semiconductor,cubic,22.69579416078699,94.47,34.6,3.355,1660.0,0.628,-2.247
mp-565880,P4,Nitride,tetragonal,20.588550460504365,201.92,98.51,2.382,1471.0,1.723,1.4666
mp-978002,MnCo4Zr,Metal,monoclinic,28.671534204800867,171.77,113.75,7.108,2590.0,0.0,0.0563
mp-441033,B3Cl,Alloy,cubic,26.616956394669668,85.26,63.6,14.715,971.0,0.0,-2.4281
mp-267300,Rh3Re3,Oxide,cubic,31.603691771091025,222.43,119.68,4.422,1138.0,1.707,-2.3441
mp-436491,CoGe2Sn2,Boride,tetragonal,33.011882298194934,214.16,165.74,6.097,1318.0,2.824,-0.9127
mp-35687,Y3As4,Oxide,hexagonal,34.782140031074725,108.22,47.36,5.065,1667.0,5.601,-3.7702
mp-283079,ArSn,Semiconductor,tetragonal,13.763783336129283,71.75,24.36,3.762,462.0,1.477,-0.6589
mp-311503,V2Pt3Pd,Carbide,monoclinic,42.33324248393873,383.62,88.85,5.333,2767.0,1.747,-2.0081
mp-192474,Cu3N4,Metal,hexagonal,12.558443139974804,85.12,17.19,7.627,898.0,0.0,0.6652
mp-261295,Cd,Chalcogenide,tetragonal,20.559750700186584,101.96,28.36,5.82,1470.0,0.574,-1.2254
mp-649748,Fe2C3H2,Semiconductor,hexagonal,20.752086803956704,74.28,31.86,6.426,1212.0,2.41,-1.0151
mp-770008,Zn3K4Zr4,Silicate,cubic,40.2270091284663,160.33,154.92,4.29,1867.0,4.305,-3.5427
mp-513520,Ar2Re3,Intermetallic,orthorhombic,31.655971792667593,167.47,119.88,9.754,2173.0,0.0,-1.2047
mp-515005,H4K3,Oxide,cubic,37.05460170790192,160.07,90.29,6.331,2657.0,3.333,-2.3194
mp-884888,As2Ce4,Ceramic,hexagonal,41.33418540968964,268.5,148.67,2.721,2767.0,3.685,-1.6927
mp-797906,C,Nitride,tetragonal,25.542813270253408,229.71,100.89,3.603,885.0,1.143,-1.0527
mp-302054,SiPb2Ag2,Alloy,tetragonal,26.534601740063255,187.81,139.05,4.904,1729.0,0.0,-0.226
mp-998671,BCrCe4Ag4,Semiconductor,cubic,18.006547653642684,89.47,25.98,4.039,886.0,1.6,-1.2511
mp-774937,N4,Semiconductor,cubic,20.08339707618657,88.09,32.2,4.169,1181.0,2.069,-1.2347
mp-767008,Na2ScZr4,Semiconductor,cubic,17.803373432085962,77.85,67.19,3.431,991.0,1.09,-0.7366
mp-182566,Ce2Re2,Metal,orthorhombic,27.15721149292797,182.67,87.07,5.683,1595.0,0.0,-1.6331
mp-300556,NaIrB,Semiconductor,trigonal,17.589618475150996,46.88,29.36,4.395,1468.0,0.188,-1.3204
mp-520096,NaSc2Y,Alloy,cubic,32.63749884177476,177.74,101.96,2.805,2926.0,0.0,-2.0314
mp-955899,As4Cu2,Metal,tetragonal,20.300146307618313,63.74,31.17,7.243,1683.0,0.0,-1.265
mp-292812,Zr4He,Perovskite,orthorhombic,25.466836211036167,53.41,27.71,4.108,938.0,2.564,-4.1476
mp-295692,B4C3,Chalcogenide,cubic,16.29505962452809,20.19,6.99,5.702,1219.0,0.591,-1.5665
mp-530389,Rh4N4,Oxide,orthorhombic,47.4136254373963,182.92,140.88,3.864,1921.0,5.011,-6.0123
mp-982486,Ga4Au3Sc2,Intermetallic,hexagonal,27.275051362190975,150.45,122.46,8.021,653.0,0.0,-2.5016
mp-491819,Cl3Mg4Pb2,Chalcogenide,cubic,20.01846305183656,87.61,42.59,3.947,1477.0,1.053,-1.0809
mp-397824,Cl2Cr4Ce3,Halide,tetragonal,29.073279544572337,60.49,55.5,0.5,1524.0,3.877,-4.0812
mp-835971,In3Cl4,Alloy,hexagonal,23.549564580887157,138.35,51.04,4.996,2040.0,0.0,-0.968
mp-332466,La3Ca3,Oxide,tetragonal,34.800234403941225,154.33,110.83,5.02,1716.0,2.753,-3.2008
mp-38164,ZnGa2,Nitride,cubic,27.751889051709693,330.92,106.77,1.04,1591.0,1.009,0.2109
mp-753524,Nb3Be3Pt4,Intermetallic,trigonal,21.385463389504952,170.09,51.81,7.002,1481.0,0.0,-0.1146
mp-738471,Ge2,Metal,trigonal,12.2537611744098,29.58,17.4,11.177,455.0,0.0,0.0
mp-927160,O3Ag,Boride,cubic,34.030488538033055,394.09,183.95,5.995,529.0,2.065,-0.0164
mp-795654,NeSi4O3,Alloy,hexagonal,22.13245349505859,176.57,103.17,4.157,1331.0,0.0,-0.1472
mp-747535,MgSe,Ceramic,orthorhombic,35.21294012379483,162.19,49.01,5.225,2678.0,3.849,-2.308
mp-282501,AsPb4He3,Ceramic,hexagonal,37.802671852543014,164.99,82.38,4.504,2716.0,6.168,-1.5733
mp-972029,Rh4Fe4Sn2,Phosphide,hexagonal,11.171631101508655,18.16,8.8,5.83,228.0,0.907,-0.9472
mp-151404,AsCu,Metal,orthorhombic,13.40057728165494,129.05,54.86,1.913,652.0,0.0,0.1118
mp-693691,Se2Ag4Hf4As,Perovskite,cubic,23.09180792325394,82.85,37.88,4.715,892.0,2.96,-2.3149
mp-235944,SeSc2CaV4,Semiconductor,tetragonal,24.21029131012827,2.0,0.95,10.201,1676.0,2.788,-2.3258
mp-388398,YIr3,Chalcogenide,cubic,22.489539770603727,121.81,26.32,6.528,859.0,1.864,-1.9524
mp-413470,Re3Ce3Se4Mg2,Intermetallic,orthorhombic,34.28499926609976,329.54,89.57,11.238,1503.0,0.0,-1.2654
mp-418835,Pt4In3,Carbide,hexagonal,35.044552898514375,253.83,131.44,4.649,2352.0,0.467,-1.6145
mp-947879,Ir2In2Ta,Metal,tetragonal,25.0164575938163,116.78,30.39,12.626,1958.0,0.0,-0.8077
mp-232315,Ru3,Silicate,triclinic,28.63114756841898,83.0,28.99,4.087,1669.0,3.495,-3.2978
mp-831146,Sn4Ag4,Alloy,monoclinic,37.76409748081501,296.25,187.54,4.987,1577.0,0.0,-2.4022
mp-677997,Bi4Ga,Intermetallic,hexagonal,20.813694160411583,173.74,61.85,2.896,1337.0,0.0,-0.7334
mp-321045,ZnHf3,Semiconductor,triclinic,20.6194260337703,69.55,35.99,4.071,1289.0,1.179,-1.9347
mp-363314,La4Mn2,Semiconductor,tetragonal,20.05504591373064,103.8,31.2,2.153,1611.0,1.674,-0.9313
mp-449471,Al3Se3Re3Si2,Alloy,hexagonal,23.07181045072502,162.53,79.22,10.162,886.0,0.0,-0.6665
mp-540360,AuIr2In3Zn,Halide,monoclinic,17.699649516586845,42.03,23.8,0.5,1441.0,4.006,-0.5
mp-601485,OsCe4,Semiconductor,trigonal,23.701841608054988,64.12,54.29,5.575,1262.0,1.71,-2.3477
mp-955648,Hf2N2Co4,Silicate,tetragonal,27.29807302842633,77.96,58.74,5.109,1261.0,3.962,-2.4692
mp-390725,Si2Re3,Semiconductor,hexagonal,14.38668573126367,45.85,27.34,3.668,249.0,1.467,-1.6017
mp-945356,PtBi4Sn2,Metal,tetragonal,27.931057347844412,166.56,68.65,8.246,1798.0,0.0,-1.6714
mp-214453,Zn4FeCo2,Oxide,cubic,42.80687318609562,250.54,139.14,1.762,2017.0,6.786,-2.6113
mp-664169,K3Nb3,Halide,monoclinic,33.49636807752108,88.95,38.85,4.987,1157.0,4.656,-5.0295
mp-851012,F3Bi3,Nitride,hexagonal,33.963893445148024,289.55,135.93,3.455,1578.0,0.719,-1.9616
mp-362592,Cd2Sb,Metal,hexagonal,14.976147308731981,59.97,25.58,4.115,1488.0,0.0,-0.2782
mp-637803,Nb2Au2,Ceramic,cubic,40.34652846313951,95.64,70.24,3.497,2602.0,5.191,-4.7334
mp-533072,Nb3Te2,Chalcogenide,cubic,17.429050463629785,44.1,11.54,6.464,1494.0,1.144,-0.6933
mp-67955,Si2Ir,Metal,orthorhombic,22.506313313624297,115.78,65.71,11.222,1008.0,0.0,-0.9695
mp-199270,N2Cu2,Oxide,cubic,38.94143223146192,113.1,65.17,5.213,2977.0,5.567,-2.8534
mp-809582,La2Ag2,Halide,monoclinic,21.1903561178093,4.79,3.23,8.931,1290.0,3.207,-1.721
mp-916479,Ti2Ca3F,Silicate,monoclinic,15.958429412533196,16.12,4.95,6.465,502.0,3.82,-0.9296
mp-976447,Na3Y2,Metal,hexagonal,35.81372014016661,223.49,111.98,12.584,2476.0,0.0,-1.1124
mp-164148,CLi3,Intermetallic,hexagonal,20.320242562530122,126.94,76.25,5.391,1122.0,0.0,-0.7636
mp-5097,V4Y2,Ceramic,hexagonal,43.03841551448817,214.18,112.76,5.625,1921.0,3.761,-4.6147
mp-113590,PtPb2,Chalcogenide,triclinic,14.436641091956597,110.43,39.99,5.402,535.0,0.679,0.0129
mp-20772,ScNe3,Metal,cubic,20.84053189976442,96.53,46.31,11.783,1684.0,0.0,0.2552
mp-218872,F3C2,Silicate,tetragonal,23.910671540051055,15.7,10.55,6.153,1240.0,1.944,-3.8024
mp-939227,Be2Al4,Sulfide,hexagonal,16.710470386492286,92.83,71.26,4.433,1566.0,0.249,0.7313
mp-351558,F3Ir3Zr2,Metal,hexagonal,19.359155703236667,121.19,69.95,10.575,1492.0,0.0,1.108
mp-49863,CdCl,Oxide,hexagonal,44.26619358920358,177.23,69.09,3.368,2678.0,5.598,-4.8283
mp-49144,Ta4Br4Cd3,Intermetallic,hexagonal,29.260297292354988,254.35,79.3,8.132,1402.0,0.0,-1.3785
mp-212088,C3H,Nitride,cubic,31.164359143821773,290.75,117.86,3.643,1554.0,1.077,-1.0021
mp-73225,Be2Zn3Mn3,Metal,trigonal,25.41951957026629,82.74,93.41,8.183,1482.0,0.0,-1.9352
mp-8133,PSe3Hf3Rh3,Alloy,monoclinic,23.132320777531575,136.56,84.33,2.688,1673.0,0.0,-1.2552
mp-119595,H2As4Ne2La4,Metal,cubic,24.459955947911805,137.87,92.24,9.561,1267.0,0.0,-0.8288
mp-270775,Cu2,Metal,orthorhombic,15.870646610681233,122.31,65.79,6.764,492.0,0.0,0.0
mp-297839,La3,Sulfide,tetragonal,22.87018968362016,116.21,56.52,1.742,1325.0,2.621,-1.4559
mp-390107,P2ScNbSb3,Semiconductor,hexagonal,19.22394917810782,67.1,16.45,3.662,1571.0,2.318,-0.8539
mp-637667,FAgHf,Ceramic,hexagonal,27.344431999142518,164.46,58.11,3.678,1631.0,3.88,-0.9701
mp-331262,NeIr2Fe3,Nitride,monoclinic,28.89824673280003,219.19,151.5,3.868,1791.0,0.452,-0.3563
mp-276199,La2Li3Al2Ir4,Silicate,orthorhombic,33.997843193302366,121.48,104.5,4.403,945.0,7.053,-2.7271
mp-850244,Cd4Pd4Co2,Perovskite,orthorhombic,34.29274712618787,191.25,92.24,6.264,1053.0,1.487,-4.2803
mp-874118,P3Ir4Ru,Metal,trigonal,27.561385814133374,143.75,46.56,6.303,2700.0,0.0,-1.2276
mp-980783,As4,Intermetallic,tetragonal,18.56367666995656,105.13,58.56,11.8,744.0,0.0,0.0
mp-403004,C3P3Re4,Sulfide,orthorhombic,20.131302975294265,89.16,50.26,4.46,1309.0,2.959,-0.1656
mp-239842,N3Mn3Na2Se,Silicate,tetragonal,28.947697175446315,55.85,26.79,8.924,1227.0,4.713,-2.9619
mp-217735,N4CdTi2B3,Halide,cubic,26.12017336108096,127.43,70.23,0.691,947.0,4.607,-2.167
mp-638075,Ne4Ni3,Nitride,trigonal,28.15356115741833,124.79,52.64,8.33,1518.0,2.87,-1.694
mp-637700,Os3Be4In,Chalcogenide,cubic,25.077559224540423,113.97,62.04,1.742,2260.0,1.449,-1.3191
mp-753407,Be3V,Intermetallic,trigonal,23.0213419846767,152.57,57.14,6.824,1161.0,0.0,-1.4811
