material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,crystal_enc,category_enc,pughs_ratio,elastic_anisotropy,thermal_stability,electronic_density,vol_per_site,bulk_modulus_GPa_norm,shear_modulus_GPa_norm,formation_energy_per_atom_eV_norm,density_g_cm3_norm,melting_point_K_norm,band_gap_eV_norm,MQI
mp-207260,P4BeV2Al,4,tetragonal,87,Semiconductor,0.7878,0.0349,1.47,0,114.95,71.89,0.2497,5.352,12,1024.06,1383.0,1,4,12,1.5989706493811422,43.06,1755.5216837329058,7.86744,85.33833333333332,20.679238374221896,17.639355603874282,8.902500000000003,25.520723753418896,32.25190839694657,12.25,18.67157743050311
mp-550015,Re4Zr4Mg2Si,4,hexagonal,181,Metal,-2.1495,0.0165,0.0,1,214.65,125.99,0.2349,6.888,4,340.47,1001.0,1,1,7,1.7037066432491703,88.66000000000001,465.6896931114692,0.0,85.1175,38.93262541193702,31.006621862028066,45.61875,33.59983168525142,21.83751363140676,0.0,29.74720966802917
mp-786895,Mg3,1,orthorhombic,40,Oxide,-6.1607,0.0072,3.027,0,109.64,89.5,0.189,4.725,8,402.3,2091.0,1,3,9,1.2250279328240192,20.14,339.4094821377287,14.302575,50.2875,19.707067008421824,21.990511958885154,95.75875,22.222806648432567,51.55398037077427,25.225,41.230393513920795
mp-415931,MgLa2Rh4Ar,4,hexagonal,192,Silicate,-1.9253,0.176,3.023,0,26.84,18.61,0.209,5.209,32,2070.6,1754.0,0,1,13,1.4422353565597876,8.23,911.026848226111,15.746807,64.70625,4.54778469425119,4.47469855702708,42.81625,24.76856722070271,42.36641221374045,25.191666666666666,22.97831520438699
mp-55448,Li3Ce2Sc4,3,cubic,197,Semiconductor,0.1489,0.0022,1.465,0,24.03,12.87,0.2533,2.546,8,158.62,2209.0,1,0,12,1.8671328656821036,11.160000000000002,14835.459043958426,3.72989,19.8275,4.033321127792018,3.0564340778810037,16.88875,10.761624237323794,54.770992366412216,12.208333333333334,15.918762319828819
mp-630064,Fe4He3,2,tetragonal,103,Sulfide,-1.7657,0.0267,1.336,0,72.34,48.81,0.2208,2.595,16,339.32,1396.0,1,4,14,1.482073345322255,23.53,790.6212788660515,3.4669200000000004,21.2075,12.878066642255584,11.936647558806088,40.82125,11.019356196086683,32.60632497273719,11.133333333333335,20.790077205731585
mp-967790,La3Br2Cl,3,monoclinic,11,Intermetallic,-0.2398,0.0822,0.0,1,189.78,198.53,0.1004,5.885,2,157.56,578.0,0,2,6,0.9559260564672378,-8.75,2410.3418511116824,0.0,78.78,34.37934822409374,48.93012453053963,21.747500000000002,28.324216284451925,10.305343511450381,0.0,25.389617706089425
mp-101151,Sc2B2Ar2N2,4,cubic,207,Metal,-1.0649,0.0378,0.0,1,168.96,80.61,0.2866,2.381,16,461.84,1193.0,1,0,7,2.0960178635285924,88.35000000000001,1120.292974736661,0.0,28.865,30.567557671182715,19.793931607036964,32.06125,9.893751314958973,27.07197382769902,0.0,21.534719061294687
mp-675359,Ni3N2Li4,3,trigonal,144,Intermetallic,0.5439,0.1002,0.0,1,182.23,104.06,0.2825,5.328,24,1649.12,1804.0,0,6,6,1.7512012298912933,78.16999999999999,3316.7861129474877,0.0,68.71333333333332,32.99707067008421,25.58806088159715,11.951250000000002,25.394487691984015,43.72955288985823,0.0,23.20615801301341
mp-656481,NiSi3Re,3,cubic,230,Ceramic,-0.5,0.0212,6.949,0,132.35,60.67,0.2995,4.83,6,358.91,1402.0,1,0,3,2.181473545050029,71.67999999999999,2803.999943920001,33.56367,59.818333333333335,23.864884657634562,14.867068590630558,25.0,22.775089417210186,32.76990185387132,57.90833333333333,28.625634869454743
mp-751141,Ba2Fe3Os4,3,orthorhombic,29,Halide,-2.7561,0.0414,1.163,0,61.32,42.3,0.2388,7.231,2,114.45,626.0,1,3,5,1.4496453897282162,19.020000000000003,227.1325415364735,8.409653,57.225,10.860490662760892,10.328128088555049,53.20125,35.40395539659163,11.613958560523447,9.691666666666666,21.61421307400087
mp-620971,Fe4,1,hexagonal,178,Oxide,-2.4149,0.0188,5.614,0,125.42,61.82,0.2795,3.295,6,211.63,2657.0,1,1,9,2.028793270457976,63.6,1100.2525938951817,18.49813,35.27166666666667,22.596118637861586,15.151215655267839,48.936249999999994,14.701241321270775,66.98473282442748,46.78333333333333,35.87205091441708
mp-394967,Os2Sb3CdPb,4,orthorhombic,66,Semiconductor,-1.3962,0.1379,2.953,0,60.22,30.72,0.2934,2.385,8,255.05,1419.0,0,3,12,1.9602864576952193,29.5,1016.3300313971491,7.042904999999999,31.88125,10.659099231050897,7.466890689859655,36.2025,9.914790658531453,33.23336968375136,24.60833333333333,20.53343250259796
mp-198995,Pb4Bi3Au4,3,cubic,212,Halide,-2.2742,0.0515,2.861,0,125.57,58.5,0.3014,3.424,8,395.66,1449.0,0,0,5,2.146495726128804,67.07,637.147125858996,9.796064000000001,49.4575,22.62358110582204,14.330895433880212,47.17750000000001,15.379760151483273,34.05125408942203,23.84166666666667,27.048309436502084
mp-822658,Pd,1,tetragonal,114,Intermetallic,0.0,0.0411,0.0,1,66.55,38.41,0.2437,11.63,4,596.95,1443.0,1,4,6,1.732621712644462,28.14,144300000000.0,0.0,149.2375,11.818015378982057,9.366969756868945,18.75,58.541973490427104,33.8876772082879,0.0,18.924345957456097
mp-474649,YAg4Ar3Os4,4,orthorhombic,33,Intermetallic,-1.3141,0.0198,0.0,1,95.26,30.57,0.3582,12.192,8,1030.99,2142.0,1,3,6,3.1161269207994353,64.69,1630.012924206583,0.0,128.87375,17.074331746612962,7.429828029254793,35.176249999999996,61.49800126236061,52.94438386041439,0.0,26.02753966047177
mp-832506,Pd3Pt4Sn3,3,cubic,213,Oxide,-3.2515,0.0222,4.322,0,321.0,179.77,0.2701,3.812,8,360.13,1783.0,1,0,9,1.7856149523398999,141.23,548.3622926392056,16.475464,45.01625,58.40351519589893,44.29482111089148,59.39375,17.420576478013885,43.157033805888766,36.016666666666666,46.036529980042786
mp-930334,Br4CdHe3,3,tetragonal,126,Metal,-0.1839,0.1525,0.0,1,138.09,103.35,0.1875,0.983,2,34.36,1914.0,0,4,7,1.3361393322364647,34.74000000000001,10407.829776626982,0.0,17.18,24.91578176492127,25.412630954734134,21.04875,2.540500736377025,46.728462377317335,0.0,21.538751974166384
mp-719882,Rh3,1,cubic,219,Intermetallic,0.0,0.0475,0.0,1,164.35,128.74,0.1882,9.998,8,1169.96,2334.0,1,0,6,1.2766040079791356,35.609999999999985,233400000000.0,0.0,146.245,29.723544489198094,31.68610397311722,18.75,49.957921312855035,58.178844056706644,0.0,29.754548432254566
mp-908788,Br3TeOs4,3,tetragonal,85,Ceramic,-1.9384,0.2385,9.115,0,232.91,120.5,0.2878,3.951,6,278.62,1489.0,0,4,3,1.9328630703790155,112.41,768.1593026818031,36.013365,46.43666666666667,42.275723178322956,29.650128483890093,42.98,18.151693667157584,35.141766630316255,75.95833333333334,41.4613546937058
mp-584967,Mg3,1,cubic,225,Oxide,-4.3291,0.007,7.75,0,118.0,61.39,0.2668,3.291,4,150.73,997.0,1,0,9,1.9221371555754785,56.61,230.3019097957961,25.50525,37.6825,21.237641889417795,15.0449693615339,72.86375000000001,14.680201977698296,21.72846237731734,64.58333333333334,36.244061804557774
mp-867506,Ca2Ag4,2,hexagonal,186,Semiconductor,-1.0046,0.0065,1.847,0,35.6,14.04,0.3339,6.673,4,320.93,1431.0,1,1,12,2.535612533806544,21.560000000000002,1424.4475271307235,12.325031,80.2325,6.151592823141707,3.345522830598932,31.307500000000005,32.46896696823059,33.56052344601963,15.391666666666667,18.750648344474133
mp-662417,S2Ga3,2,monoclinic,10,Semiconductor,-0.6039,0.0475,0.376,0,51.0,32.54,0.2524,3.71,2,105.18,773.0,1,2,12,1.567301781939981,18.46,1280.0132260305807,1.39496,52.59,8.971072867081654,7.916584305198655,26.29875,16.88407321691563,15.621592148309704,3.1333333333333333,13.138927578394082
mp-303990,F4Ag,2,monoclinic,14,Intermetallic,-0.2794,0.0081,0.0,1,167.91,118.24,0.2225,9.913,8,745.69,1180.0,1,2,6,1.4200778077283427,49.67,4223.33556824139,0.0,93.21125,30.37532039545954,29.09171773077683,22.242499999999993,49.51083526193983,26.717557251908396,0.0,25.300624739227516
mp-275209,C3Li3Ag2,3,cubic,228,Sulfide,-2.3478,0.008,3.271,0,10.9,6.2,0.2542,7.756,12,554.1,1206.0,1,0,14,1.7580645132934443,4.7,513.6723719496024,25.369876,46.175000000000004,1.6294397656536068,1.4083811029847797,48.0975,38.1653692404797,27.42639040348964,27.258333333333333,22.246309658299094
mp-912753,AlAg2,2,hexagonal,184,Intermetallic,0.7595,0.3612,0.0,1,96.07,23.49,0.3914,8.076,8,738.2,1172.0,0,1,6,4.089825455900457,72.58,1543.1204536784667,0.0,92.275,17.22262907359941,5.680470448705277,9.256249999999994,39.84851672627814,26.49945474372955,0.0,14.391639788648183
mp-657142,Te,1,cubic,214,Alloy,0.0,0.0861,0.0,1,101.94,69.99,0.1974,8.503,12,1116.27,1086.0,0,0,0,1.4564937846183037,31.950000000000003,108600000000.0,0.0,93.0225,18.297326986451846,17.16989523621269,18.75,42.09446665264044,24.15485278080698,0.0,18.676119026918
mp-129711,LaAl,2,cubic,225,Oxide,-2.478,0.0099,4.369,0,232.69,132.13,0.2719,4.933,4,179.46,2433.0,1,0,9,1.7610686443834807,100.56,981.8401897423721,21.552276999999997,44.865,42.235444891980954,32.52372010278711,49.724999999999994,23.316852514201557,60.87786259541985,36.40833333333333,41.821447639686745
mp-796027,C3Al3,2,hexagonal,180,Intermetallic,-0.1839,0.04,0.0,1,92.02,44.5,0.2855,7.388,8,318.71,1399.0,1,1,6,2.0678651680746367,47.519999999999996,7607.394909875209,0.0,39.83875,16.481142438667153,10.871713777426368,21.04875,36.22974963181149,32.68811341330425,0.0,18.20651321839549
mp-309610,Pt2Cu2Ru4,3,monoclinic,4,Nitride,-0.1789,0.2134,0.822,0,247.67,87.41,0.3533,4.862,16,1081.78,706.0,0,2,8,2.833428669164463,160.26,3946.338516135354,3.996564,67.61125,44.97803002563163,21.474105554457402,20.98625,22.943404165790028,13.794983642311887,6.849999999999999,22.878765078943594
mp-883517,Os3SrCu3As,4,tetragonal,90,Ceramic,-2.9474,0.1028,6.971,0,253.84,158.33,0.2408,8.854,8,923.43,2840.0,0,4,3,1.6032337521882627,95.50999999999999,963.5611014332595,61.721233999999995,115.42875,46.10765287440498,38.99733148843645,55.5925,43.940669051125596,71.97382769901853,58.09166666666666,52.043387932533626
mp-907197,Ge2Sr2,2,cubic,212,Silicate,-3.7834,0.0285,3.427,0,42.14,18.52,0.307,4.084,6,202.67,779.0,1,0,13,2.2753779685338134,23.62,205.8994549719843,13.995868,33.77833333333333,7.3489564262175024,4.452460960664163,66.04249999999999,18.85125184094256,15.785169029443837,28.558333333333337,24.105434015887166
mp-624545,H3W,2,orthorhombic,35,Halide,-4.3127,0.0244,6.772,0,134.1,36.35,0.3776,3.63,6,272.02,1240.0,1,3,5,3.689133424019495,97.75,287.52289682212324,24.58236,45.336666666666666,24.185280117173193,8.857975884562167,72.65875,16.46328634546602,28.353326063249728,56.43333333333334,35.50472874438113
mp-697640,Rh4In3,2,trigonal,156,Halide,-2.1379,0.0372,2.411,0,93.91,56.92,0.2379,0.5,2,14.07,1178.0,1,6,5,1.6498594515724068,36.989999999999995,551.0079959258712,1.2055,7.035,16.827169534968874,13.940502075508993,45.47375,0.0,26.663031624863688,20.091666666666665,22.261489065825128
mp-875222,Sr3Bi2,2,cubic,214,Boride,0.9911,0.0292,4.408,0,254.77,194.07,0.1587,6.607,16,1792.75,911.0,1,0,1,1.3127737413658591,60.70000000000002,919.1806990295561,29.123656000000004,112.046875,46.27792017575979,47.82812808855505,6.361249999999998,32.12181779928466,19.383860414394764,36.733333333333334,31.723220494950652
mp-732037,Nb2Ga2NaGe2,4,orthorhombic,49,Semiconductor,-0.0728,0.0696,2.517,0,98.23,46.43,0.2993,3.621,8,412.93,1133.0,0,3,12,2.115657979298803,51.800000000000004,15563.184675386721,9.114056999999999,51.61625,17.61808861222995,11.348586677208933,19.659999999999997,16.41594782242794,25.43620501635769,20.974999999999998,18.328610592584223
mp-738677,P3He,2,hexagonal,175,Intermetallic,-0.9055,0.195,0.0,1,116.0,84.05,0.215,0.5,2,14.0,1975.0,0,1,6,1.3801308743152731,31.950000000000003,2181.1153817657055,0.0,7.0,20.871475649945072,20.64390195690848,30.068749999999994,0.0,48.39149400218103,0.0,21.575549621697864
mp-50584,WMg3,2,cubic,211,Metal,-0.974,0.0477,0.0,1,168.7,172.13,0.1232,1.33,2,16.6,1888.0,1,0,7,0.9800732004310652,-3.430000000000007,1938.3983373881074,0.0,8.3,30.519956060051257,42.407096264083805,30.924999999999997,4.365663791289712,46.0196292257361,0.0,28.1099212278164
mp-386934,Mn3Fe4Re4,3,tetragonal,126,Oxide,-6.2042,0.0095,3.091,0,132.63,41.65,0.3581,4.676,4,314.02,2740.0,1,4,9,3.184393756738441,90.97999999999999,441.6363101743394,14.453516000000002,78.505,23.916147931160744,10.167523225933978,96.30250000000001,21.965074689669684,69.24754634678298,25.758333333333333,42.52462365240336
mp-87628,V3Co3C3,3,triclinic,1,Ceramic,-2.6185,0.048,6.458,0,184.33,118.71,0.2172,4.091,12,609.89,2603.0,1,5,3,1.5527756716744359,65.62000000000002,994.0805766886364,26.419678,50.82416666666666,33.38154522153057,29.207847400672065,51.48125,18.888070692194404,65.51254089422028,53.81666666666667,42.60231672779301
mp-8858,He2Pt3,2,tetragonal,95,Silicate,-5.6542,0.1091,2.07,0,83.49,40.82,0.2806,2.995,12,546.33,1518.0,0,4,13,2.0453209206160405,42.669999999999995,268.4729930521152,6.19965,45.5275,14.919443427315999,9.962443170587072,89.42750000000001,13.123290553334735,35.93238822246455,17.25,32.15156460828378
mp-191476,Au2Ar,2,monoclinic,10,Oxide,-2.9916,0.0235,5.272,0,175.2,84.12,0.2953,3.698,16,1090.25,3089.0,1,2,9,2.082738944117601,91.07999999999998,1032.5578251351858,19.495856,68.140625,31.709996338337596,20.66119786519075,56.145,16.820955186198187,78.76226826608506,43.93333333333334,41.78967459923825
mp-694727,Be3,1,cubic,223,Oxide,-6.5,0.0003,6.106,0,235.69,149.86,0.2261,4.301,12,784.13,1344.0,1,0,9,1.5727345521438183,85.82999999999998,206.76923045112426,26.261906,65.34416666666667,42.78469425119004,36.904526586281875,100.0,19.992636229749632,31.1886586695747,50.88333333333333,50.24790659090555
mp-121380,Sc3SrTi,3,cubic,200,Halide,-3.5326,0.0376,6.071,0,100.38,43.86,0.3053,2.57,4,160.81,1096.0,1,0,5,2.288645690312666,56.519999999999996,310.2530705139187,15.602469999999999,40.2025,18.011717319663127,10.71357975884562,62.9075,10.887860298758678,24.427480916030532,50.59166666666667,30.6682175829822
mp-308645,Pb2Sr3,2,triclinic,1,Phosphide,-0.6907,0.0334,0.658,0,103.4,40.23,0.3246,3.411,24,739.19,1475.0,1,5,11,2.5702212273004674,63.17000000000001,2135.5146643185944,2.244438,30.799583333333334,18.564628341266936,9.816663372207945,27.383749999999992,15.311382284872712,34.760087241003276,5.483333333333333,18.72065965733274
mp-447995,Ga2Cu2,2,cubic,201,Metal,-2.1091,0.0498,0.0,1,232.44,119.11,0.2792,11.708,6,851.11,1766.0,1,0,7,1.9514734277599302,113.33,837.3239730817695,0.0,141.85166666666666,42.189674112046866,29.306681162285038,45.113749999999996,58.95224069009048,42.69356597600872,0.0,35.621280020276735
mp-738055,Ti4Os,2,hexagonal,177,Chalcogenide,-0.6602,0.0414,0.451,0,2.0,1.24,0.2498,6.039,12,801.74,2152.0,1,1,4,1.6129032127991678,0.76,3259.6182481124165,2.723589,66.81166666666667,0.0,0.1828424589839889,27.002499999999998,29.134231011992423,53.217011995637954,3.7583333333333337,16.89679339234173
mp-215506,Sc3Cu4W4,3,hexagonal,182,Nitride,-0.4394,0.0289,1.425,0,311.17,202.17,0.2314,0.553,2,9.62,1339.0,1,1,8,1.5391502200356557,109.00000000000003,3047.337208754274,0.7880250000000001,4.81,56.603808128890506,49.829511761217624,24.242500000000007,0.2787713023353674,31.052344601962922,11.875,32.60214279854961
mp-928839,SrSe,2,cubic,198,Nitride,-0.7559,0.0633,0.867,0,245.59,179.62,0.2004,4.46,2,92.19,1344.0,0,0,8,1.3672753590152946,65.97,1778.0129411560663,3.86682,46.095,44.59721713658,44.257758450286616,28.198750000000004,20.828950136755733,31.1886586695747,7.225,31.255688931485103
mp-413304,Sn3F2,2,hexagonal,181,Oxide,-1.256,0.0778,5.754,0,284.57,189.18,0.2362,5.564,4,330.46,2651.0,0,1,9,1.5042287767467897,95.38999999999999,2110.6687730042295,32.015256,82.615,51.733797143903324,46.619885352836526,34.45,26.63580896276036,66.82115594329335,47.949999999999996,46.439990787118006
mp-763946,N,1,orthorhombic,72,Metal,0.0,0.0119,0.0,1,122.47,71.78,0.2491,6.982,4,425.7,2340.0,1,3,7,1.706185566772613,50.69,234000000000.0,0.0,106.425,22.056023434639325,17.612176319430716,18.75,34.09425625920471,58.342420937840785,0.0,23.844428717410597
mp-429863,PtCu2Cr,3,monoclinic,10,Metal,-2.3777,0.0014,0.0,1,143.81,85.38,0.2534,8.372,8,926.47,1533.0,1,2,7,1.684352307134651,58.43000000000001,644.7407131061921,0.0,115.80875,25.963017209813255,20.972524214271594,48.47125,41.4054281506417,36.34133042529989,0.0,28.673100663676124
mp-169775,Te2P2La3,3,orthorhombic,66,Carbide,-1.2939,0.0515,2.865,0,281.7,166.53,0.2535,10.873,8,1672.5,1729.0,0,3,2,1.6915871013215884,115.16999999999999,1336.2701805682805,31.151145,209.0625,51.208348590259966,41.023423601502266,34.92375,54.56027771933515,41.68484187568157,23.875,40.7211084916382
mp-85533,ZrW2,2,cubic,205,Metal,-1.497,0.0437,0.0,1,137.3,103.04,0.1942,1.553,6,142.49,318.0,1,0,7,1.332492235895527,34.260000000000005,212.42484828039514,0.0,23.748333333333335,24.77114610032955,25.336034789484085,37.4625,5.538607195455501,3.21701199563795,0.0,18.55034869685397
mp-848732,Ta3Ti3F3Ar,4,tetragonal,111,Semiconductor,-1.2223,0.0984,2.828,0,45.91,24.13,0.275,2.465,8,169.41,200.0,0,4,12,1.902610857064811,21.779999999999998,163.62594973716807,6.971019999999999,21.17625,8.03917978762358,5.838604467286024,34.02875,10.335577529981062,0.0,23.566666666666666,14.149864603980028
mp-606390,Ta4Ne4,2,cubic,220,Ceramic,-0.7398,0.028,9.88,0,148.97,89.48,0.2502,4.04,16,814.02,1535.0,1,0,3,1.664841305133567,59.489999999999995,2074.8850760356167,39.915200000000006,50.87625,26.907726107652874,21.985570270804505,27.997500000000002,18.619819061645277,36.3958560523446,82.33333333333334,35.04951958970769
mp-492384,Mn2Ni,2,cubic,215,Ceramic,-2.9493,0.0416,4.497,0,266.44,108.84,0.3148,4.508,2,118.53,2003.0,1,0,3,2.4479970596795297,157.6,679.1442014066246,20.272476,59.265,48.41450018308311,26.769124332872106,55.61625,21.081422259625498,49.154852780806976,37.474999999999994,41.26259504627463
mp-677856,PbFe4,2,hexagonal,171,Perovskite,-4.4478,0.0021,0.198,0,130.0,52.25,0.3239,5.035,6,235.88,884.0,1,1,10,2.4880382770357823,77.75,198.7499433455867,0.9969300000000001,39.31333333333333,23.434639326254118,12.786617908677602,74.3475,23.85335577529981,18.647764449291166,1.6500000000000001,27.54375169191
mp-351806,Au3B2Li,3,cubic,204,Alloy,-1.3705,0.0882,0.0,1,181.36,91.53,0.2701,7.392,8,1044.01,1580.0,0,0,0,1.9814268543667186,89.83000000000001,1152.8639098660058,0.0,130.50125,32.83778835591358,22.492093299070962,35.881249999999994,36.25078897538397,37.6226826608506,0.0,27.510707627662896
mp-258682,NBe4O3,3,hexagonal,192,Ceramic,-2.3271,0.0077,3.275,0,231.27,117.99,0.2682,2.098,12,356.89,2737.0,1,1,3,1.960081362661236,113.28000000000002,1176.141974233415,6.87095,29.74083333333333,41.975466861955326,29.029946629768727,47.83875,8.405217757205975,69.16575790621592,27.291666666666664,39.077968159997795
mp-554646,ZnZr2,2,cubic,215,Perovskite,-2.6637,0.005,0.428,0,52.63,14.48,0.3685,2.929,6,179.49,1899.0,1,0,10,3.6346685057771624,38.150000000000006,712.9181187336483,1.253612,29.915000000000003,9.269498352251922,3.454239968373196,52.04625,12.776141384388806,46.319520174482,3.5666666666666664,21.714539828736203
mp-30674,Ru2Ni2InTi4,4,hexagonal,188,Intermetallic,-0.1125,0.113,0.0,1,78.51,56.15,0.2119,3.653,6,271.15,2162.0,0,1,6,1.398219055850718,22.360000000000007,19217.776069531017,0.0,45.19166666666666,14.007689491028927,13.75024708440403,20.15625,16.584262571007784,53.4896401308615,0.0,19.264709591816594
mp-841765,Ru,1,hexagonal,182,Boride,-1.6536,0.0711,4.226,0,197.11,85.45,0.3077,6.414,8,830.99,2347.0,0,1,1,2.306729081064163,111.66000000000001,1419.327519234836,27.105563999999998,103.87375,35.72134749176126,20.989820122553866,39.42,31.106669471912475,58.533260632497274,35.21666666666667,36.39938956492887
mp-535912,PdAl3Sn,3,hexagonal,189,Perovskite,-1.3091,0.0098,1.277,0,75.91,31.64,0.324,2.208,2,66.04,637.0,1,1,10,2.3991782546146716,44.269999999999996,486.5938393813014,2.819616,33.02,13.531673379714388,7.694208341569479,35.113749999999996,8.983799705449192,11.913849509269356,10.641666666666666,15.549633741192094
mp-418341,Te3Ne3Ru2Os2,4,cubic,226,Intermetallic,-0.3297,0.1308,0.0,1,240.95,176.03,0.211,12.343,16,2263.29,2551.0,0,0,6,1.3688007725178206,64.91999999999999,7737.33673832767,0.0,141.455625,43.74771146100329,43.370725439810236,22.871250000000003,62.29223648222175,64.09487459105779,0.0,37.84139221704355
mp-163740,SrO4,2,cubic,225,Ceramic,-3.5823,0.01,3.69,0,185.96,104.44,0.2587,2.055,6,189.95,1986.0,1,0,3,1.7805438527594273,81.52000000000001,554.3924278971822,7.58295,31.65833333333333,33.67997070670084,25.68195295512947,63.52875,8.17904481380181,48.69138495092694,30.75,37.31224695638529
mp-760039,FLiCr4,3,tetragonal,112,Halide,-0.6082,0.049,3.686,0,111.1,72.94,0.2314,1.11,2,33.94,645.0,1,4,5,1.523169728335184,38.16,1060.5063949275502,4.0914600000000005,16.97,19.97436836323691,17.89879422810832,26.352500000000006,3.2084998948032823,12.131952017448201,30.716666666666665,19.593275310366607
mp-619879,K3Ge2V3,3,cubic,209,Halide,-3.486,0.1195,1.74,0,55.55,26.91,0.2879,6.917,8,319.14,1276.0,0,0,5,2.064288367869086,28.639999999999997,366.035569804832,12.03558,39.8925,9.804101061882093,6.5254991104961455,62.325,33.7523669261519,29.334787350054526,14.499999999999998,25.68137482959902
mp-792302,MnC2,2,orthorhombic,36,Oxide,-3.3382,0.0254,3.584,0,350.76,183.51,0.2642,3.131,24,723.33,1842.0,1,3,9,1.9113944743114057,167.25,551.794378551931,11.221504,30.13875,63.852068839253015,45.218916781972716,60.4775,13.838628234799073,44.765539803707746,29.86666666666667,46.488390918281226
mp-113803,Ga3Cl3AgSn3,4,hexagonal,181,Metal,-1.3243,0.1086,0.0,1,284.99,107.31,0.3272,8.503,24,1738.63,1312.0,0,1,7,2.655763675085662,177.68,990.7120668223812,0.0,72.44291666666668,51.8106920541926,26.39108519470251,35.303749999999994,42.09446665264044,30.31624863685932,0.0,31.457989410571965
mp-132152,Cu4Bi3Ca,3,cubic,199,Chalcogenide,0.2722,0.1027,2.782,0,94.41,42.04,0.3128,0.5,8,27.8,940.0,0,0,4,2.245718362929182,52.37,3453.3430031835783,1.391,3.475,16.918711094837054,10.263886143506621,15.347499999999997,0.0,20.174482006543077,23.183333333333334,15.009691748650194
mp-967023,V3Au,2,tetragonal,118,Nitride,-0.8209,0.0091,1.553,0,149.09,64.84,0.3118,5.505,4,202.42,856.0,1,4,8,2.2993522513418645,84.25,1042.7579358903893,8.549265,50.605,26.929696082021238,15.89741055544574,29.011250000000004,26.325478645066276,17.884405670665213,12.941666666666665,21.624130042599806
mp-56059,Co2RhW4Pd,4,cubic,204,Intermetallic,-0.9799,0.0787,0.0,1,123.74,91.3,0.2326,12.426,4,820.14,1226.0,0,0,6,1.3553121575733504,32.44,1251.1480635661999,0.0,205.035,22.288538996704503,22.435263886143506,30.99875,62.72880286135073,27.97164667393675,0.0,25.613137863795192
mp-338804,N3Sn4,2,monoclinic,4,Metal,-1.39,0.1073,0.0,1,240.65,120.66,0.2797,2.128,4,83.71,1012.0,0,2,7,1.994447206862718,119.99000000000001,728.0575487190105,0.0,20.9275,43.69278652508238,29.68966198853528,36.12499999999999,8.56301283399958,22.137404580152673,0.0,26.078401673146388
mp-159693,Ce4Ni3,2,cubic,228,Semiconductor,-1.802,0.0449,3.215,0,51.55,37.7,0.2263,4.786,2,108.49,1585.0,1,0,12,1.3673740049423408,13.849999999999994,879.5782415117744,15.386989999999997,54.245,9.071768582936652,9.191539830005931,41.27499999999999,22.543656637912896,37.75899672846238,26.791666666666664,23.844626855649164
mp-69544,Bi2N4,2,cubic,209,Semiconductor,-1.2809,0.0467,0.221,0,77.27,37.37,0.2803,4.56,12,791.97,1560.0,1,0,12,2.0677013641777626,39.9,1217.8936590062171,1.00776,65.9975,13.780666422555838,9.11000197667523,34.761250000000004,21.354933726067742,37.07742639040349,1.8416666666666668,19.503741011013513
mp-569272,Al2Ga4,2,cubic,195,Phosphide,-1.2065,0.2469,0.239,0,108.29,54.97,0.2779,1.284,2,34.95,1712.0,0,0,11,1.9699836270747713,53.32000000000001,1418.9805104104394,0.306876,17.475,19.459904796777735,13.45868748764578,33.83125,4.123711340206185,41.221374045801525,1.9916666666666667,20.24429569777555
mp-320410,Sn3Ge3Cr2,3,cubic,228,Nitride,-0.9584,0.0361,1.688,0,296.76,96.07,0.3548,1.594,4,53.43,400.0,1,0,8,3.0889976055908197,200.69,417.36226609596963,2.690672,13.3575,53.965580373489566,23.613856493378137,30.730000000000004,5.754260467073427,5.452562704471101,14.066666666666666,25.165197825751548
mp-651353,HfTa2,2,hexagonal,169,Metal,-1.9333,0.0112,0.0,1,177.97,135.9,0.1935,4.501,12,489.45,1692.0,1,1,7,1.3095658571516138,42.06999999999999,875.1874987059044,0.0,40.7875,32.21713658000732,33.45522830598932,42.91625,21.04460340837366,40.67611777535441,0.0,29.923600984339856
mp-62577,Au2Te2,2,monoclinic,6,Carbide,-1.0773,0.0059,3.242,0,372.4,220.64,0.2474,10.12,12,1332.77,2282.0,1,2,2,1.6878172588067522,151.76,2118.2585898240177,32.809039999999996,111.06416666666667,67.81398755034785,54.393160703696374,32.21625,50.59962129181569,56.76117775354417,27.016666666666666,48.51131844302205
mp-371969,Na,1,orthorhombic,48,Chalcogenide,-0.5939,0.0379,3.047,0,85.64,40.35,0.2888,4.21,12,421.77,200.0,1,3,4,2.1224287479250483,45.29,336.75702413273234,12.82787,35.1475,15.313072134749175,9.846313500691837,26.17375,19.5139911634757,0.0,25.39166666666667,16.026776243435773
mp-864679,W2P3,2,monoclinic,15,Intermetallic,0.7494,0.0373,0.0,1,182.78,120.5,0.2441,4.788,6,345.08,2064.0,1,2,6,1.5168464729031663,62.28,2754.2033259380396,0.0,57.51333333333333,33.09776638593922,29.650128483890093,9.382500000000007,22.55417630969914,50.81788440567067,0.0,24.30417926578638
